id_muestra,fecha_recepcion,dia_semana_recepcion,es_fin_de_semana,mes_recepcion,temporada_alta_demanda,tipo_muestra,subtipo_muestra,grupo_analitico,num_parametros_solicitados,prioridad_cliente,sector_cliente,sede_laboratorio,carga_laboratorio_dia,num_muestras_lote,analista_experiencia,reanalisis_requerido,plazo_comprometido_horas,tiempo_total_horas,fecha_informe_entregado,estado_entrega
LAB-2024-00970,2025-01-09 08:00,Jueves,0,1,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,8,Normal,Entidad_Publica,Barranquilla,19,5,Junior,1,96,155.7,2025-01-15 19:41,Retrasado
LAB-2024-00718,2025-01-09 08:00,Jueves,0,1,1,Suelo,Agrícola,Metales_Pesados_ICP,5,Normal,Entidad_Publica,Medellin,15,1,Semi-Senior,1,96,94.45,2025-01-13 06:27,A tiempo
LAB-2024-00106,2025-01-09 09:00,Jueves,0,1,1,Agua,Subterránea,Fisicoquimico_Basico,4,Normal,Minero_Energetico,Bogota,7,1,Senior,0,96,24.52,2025-01-10 09:31,A tiempo
LAB-2024-00425,2025-01-09 09:00,Jueves,0,1,1,Agua,Subterránea,Metales_Pesados_ICP,4,Normal,Industrial,Medellin,8,1,Semi-Senior,0,96,70.21,2025-01-12 07:12,A tiempo
LAB-2024-01833,2025-01-09 13:00,Jueves,0,1,1,Suelo,Agrícola,Microbiologico,1,Normal,Entidad_Publica,Cali,10,1,Senior,0,96,34.96,2025-01-10 23:57,A tiempo
LAB-2024-02135,2025-01-10 09:00,Viernes,0,1,1,Suelo,Sedimento,Textura_Fertilidad_Suelo,4,Normal,Consultoria_Ambiental,Cali,8,2,Semi-Senior,0,96,60.46,2025-01-12 21:27,A tiempo
LAB-2024-00638,2025-01-10 16:00,Viernes,0,1,1,Agua,Superficial,Plaguicidas_Cromatografia,9,Urgente,Consultoria_Ambiental,Cali,14,3,Semi-Senior,0,72,108.53,2025-01-15 04:32,Retrasado
LAB-2024-01216,2025-01-11 09:00,Sabado,1,1,1,Agua,Superficial,DBO5_DQO,1,Urgente,Industrial,Medellin,12,3,Semi-Senior,0,144,144.43,2025-01-17 09:25,Retrasado
LAB-2024-01791,2025-01-11 10:00,Sabado,1,1,1,Agua,Superficial,Metales_Pesados_ICP,9,Normal,Agricola,Medellin,8,1,Semi-Senior,0,96,100.8,2025-01-15 14:48,Retrasado
LAB-2024-02050,2025-01-11 14:00,Sabado,1,1,1,Agua,Potable,Metales_Pesados_ICP,9,Normal,Entidad_Publica,Medellin,6,2,Semi-Senior,0,96,104.4,2025-01-15 22:23,Retrasado
LAB-2024-00274,2025-01-12 12:00,Domingo,1,1,1,Suelo,Relleno Sanitario,Hidrocarburos_HTP,1,Normal,Industrial,Barranquilla,14,2,Junior,0,96,146.54,2025-01-18 14:32,Retrasado
LAB-2024-01151,2025-01-12 16:00,Domingo,1,1,1,Agua,Potable,Plaguicidas_Cromatografia,8,Normal,Consultoria_Ambiental,Medellin,9,1,Semi-Senior,0,96,126.08,2025-01-17 22:04,Retrasado
LAB-2024-00678,2025-01-13 10:00,Lunes,0,1,1,Suelo,Agrícola,Hidrocarburos_HTP,1,Urgente,Agricola,Cali,19,5,Semi-Senior,0,72,99.38,2025-01-17 13:22,Retrasado
LAB-2024-01804,2025-01-13 10:00,Lunes,0,1,1,Agua,Potable,Microbiologico,4,Normal,Minero_Energetico,Medellin,21,1,Semi-Senior,0,96,64.65,2025-01-16 02:38,A tiempo
LAB-2024-01796,2025-01-13 11:00,Lunes,0,1,1,Agua,Superficial,Plaguicidas_Cromatografia,7,Normal,Agricola,Bogota,16,3,Semi-Senior,0,96,125.47,2025-01-18 16:28,Retrasado
LAB-2024-02018,2025-01-14 12:00,Martes,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,5,Normal,Entidad_Publica,Medellin,13,1,Senior,0,96,68.66,2025-01-17 08:39,A tiempo
LAB-2024-00027,2025-01-14 13:00,Martes,0,1,1,Suelo,Relleno Sanitario,Microbiologico,1,Normal,Agricola,Bogota,9,2,Semi-Senior,0,96,29.87,2025-01-15 18:52,A tiempo
LAB-2024-00613,2025-01-14 15:00,Martes,0,1,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,7,Normal,Consultoria_Ambiental,Medellin,3,8,Senior,0,96,64.95,2025-01-17 07:56,A tiempo
LAB-2024-01824,2025-01-15 07:00,Miercoles,0,1,1,Agua,Residual/Vertimiento,DBO5_DQO,1,Normal,Minero_Energetico,Medellin,20,1,Semi-Senior,0,144,166.69,2025-01-22 05:41,Retrasado
LAB-2024-00845,2025-01-15 09:00,Miercoles,0,1,1,Suelo,Relleno Sanitario,Microbiologico,1,Normal,Consultoria_Ambiental,Medellin,13,1,Senior,0,96,46.46,2025-01-17 07:27,A tiempo
LAB-2024-01546,2025-01-15 13:00,Miercoles,0,1,1,Agua,Residual/Vertimiento,Fisicoquimico_Basico,7,Normal,Consultoria_Ambiental,Bogota,10,1,Semi-Senior,0,96,41.02,2025-01-17 06:01,A tiempo
LAB-2024-01726,2025-01-15 14:00,Miercoles,0,1,1,Agua,Superficial,Microbiologico,1,Normal,Agricola,Bogota,11,3,Semi-Senior,0,96,47.75,2025-01-17 13:45,A tiempo
LAB-2024-00765,2025-01-15 14:00,Miercoles,0,1,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,4,Normal,Agricola,Bogota,13,2,Senior,1,96,88.57,2025-01-19 06:33,A tiempo
LAB-2024-00958,2025-01-16 10:00,Jueves,0,1,1,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,2,Normal,Entidad_Publica,Bogota,9,3,Semi-Senior,0,96,105.63,2025-01-20 19:37,Retrasado
LAB-2024-01843,2025-01-16 12:00,Jueves,0,1,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,3,Normal,Consultoria_Ambiental,Medellin,13,1,Junior,1,96,115.96,2025-01-21 07:57,Retrasado
LAB-2024-01214,2025-01-16 12:00,Jueves,0,1,1,Suelo,Contaminado/Industrial,Metales_Pesados_ICP,11,Normal,Industrial,Bogota,8,5,Junior,0,96,92.8,2025-01-20 08:48,A tiempo
LAB-2024-00034,2025-01-16 16:00,Jueves,0,1,1,Agua,Subterránea,DBO5_DQO,1,Normal,Industrial,Cali,6,1,Semi-Senior,0,144,142.51,2025-01-22 14:30,A tiempo
LAB-2024-01598,2025-01-17 08:00,Viernes,0,1,1,Agua,Potable,Metales_Pesados_ICP,5,Normal,Minero_Energetico,Cali,10,1,Junior,0,96,83.0,2025-01-20 19:00,A tiempo
LAB-2024-00988,2025-01-17 10:00,Viernes,0,1,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,3,Normal,Agricola,Bogota,3,1,Senior,0,96,49.49,2025-01-19 11:29,A tiempo
LAB-2024-01777,2025-01-17 13:00,Viernes,0,1,1,Agua,Subterránea,Fisicoquimico_Basico,6,Normal,Consultoria_Ambiental,Cali,10,1,Junior,0,96,33.59,2025-01-18 22:35,A tiempo
LAB-2024-01359,2025-01-18 14:00,Sabado,1,1,1,Suelo,Contaminado/Industrial,Textura_Fertilidad_Suelo,7,Normal,Consultoria_Ambiental,Cali,7,2,Semi-Senior,0,96,93.36,2025-01-22 11:21,A tiempo
LAB-2024-02113,2025-01-18 14:00,Sabado,1,1,1,Agua,Residual/Vertimiento,Microbiologico,3,Normal,Entidad_Publica,Bogota,19,4,Senior,0,96,52.79,2025-01-20 18:47,A tiempo
LAB-2024-02085,2025-01-18 15:00,Sabado,1,1,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,7,Express,Agricola,Medellin,6,1,Senior,0,48,44.06,2025-01-20 11:03,A tiempo
LAB-2024-00159,2025-01-19 08:00,Domingo,1,1,1,Suelo,Agrícola,Hidrocarburos_HTP,2,Express,Entidad_Publica,Bogota,13,1,Junior,0,48,80.42,2025-01-22 16:25,Retrasado
LAB-2024-00483,2025-01-19 11:00,Domingo,1,1,1,Agua,Residual/Vertimiento,DBO5_DQO,1,Normal,Agricola,Cali,16,1,Junior,0,144,216.66,2025-01-28 11:39,Retrasado
LAB-2024-00001,2025-01-19 16:00,Domingo,1,1,1,Suelo,Sedimento,Metales_Pesados_ICP,7,Normal,Minero_Energetico,Bogota,12,3,Junior,0,96,103.22,2025-01-23 23:13,Retrasado
LAB-2024-00210,2025-01-20 08:00,Lunes,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,9,Normal,Entidad_Publica,Bogota,16,1,Semi-Senior,0,96,91.0,2025-01-24 03:00,A tiempo
LAB-2024-00449,2025-01-20 11:00,Lunes,0,1,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,5,Normal,Consultoria_Ambiental,Bogota,10,1,Junior,1,96,98.65,2025-01-24 13:39,Retrasado
LAB-2024-01954,2025-01-20 12:00,Lunes,0,1,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,7,Normal,Industrial,Bogota,10,1,Junior,0,96,80.58,2025-01-23 20:34,A tiempo
LAB-2024-00320,2025-01-20 14:00,Lunes,0,1,1,Suelo,Sedimento,Microbiologico,4,Normal,Minero_Energetico,Medellin,11,4,Junior,0,96,64.47,2025-01-23 06:28,A tiempo
LAB-2024-01949,2025-01-21 09:00,Martes,0,1,1,Suelo,Relleno Sanitario,Hidrocarburos_HTP,2,Normal,Entidad_Publica,Bogota,14,5,Junior,0,96,105.73,2025-01-25 18:43,Retrasado
LAB-2024-00920,2025-01-21 13:00,Martes,0,1,1,Agua,Subterránea,Plaguicidas_Cromatografia,4,Normal,Minero_Energetico,Medellin,13,1,Junior,1,96,156.6,2025-01-28 01:36,Retrasado
LAB-2024-01952,2025-01-22 08:00,Miercoles,0,1,1,Agua,Potable,Fisicoquimico_Basico,3,Normal,Entidad_Publica,Medellin,10,8,Junior,0,96,35.66,2025-01-23 19:39,A tiempo
LAB-2024-01524,2025-01-22 09:00,Miercoles,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,7,Normal,Industrial,Bogota,15,8,Junior,0,96,111.18,2025-01-27 00:10,Retrasado
LAB-2024-01380,2025-01-22 15:00,Miercoles,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,9,Normal,Minero_Energetico,Cali,20,1,Junior,0,96,127.55,2025-01-27 22:33,Retrasado
LAB-2024-00995,2025-01-23 10:00,Jueves,0,1,1,Agua,Superficial,Plaguicidas_Cromatografia,3,Normal,Agricola,Bogota,16,1,Semi-Senior,0,96,115.78,2025-01-28 05:47,Retrasado
LAB-2024-01867,2025-01-23 10:00,Jueves,0,1,1,Agua,Superficial,DBO5_DQO,2,Urgente,Agricola,Cali,10,1,Junior,0,144,135.71,2025-01-29 01:42,A tiempo
LAB-2024-01387,2025-01-23 11:00,Jueves,0,1,1,Agua,Superficial,DBO5_DQO,1,Normal,Industrial,Bogota,17,3,Semi-Senior,0,144,149.3,2025-01-29 16:17,Retrasado
LAB-2024-00577,2025-01-23 16:00,Jueves,0,1,1,Agua,Subterránea,DBO5_DQO,1,Normal,Agricola,Medellin,10,5,Semi-Senior,0,144,153.29,2025-01-30 01:17,Retrasado
LAB-2024-01881,2025-01-24 07:00,Viernes,0,1,1,Suelo,Contaminado/Industrial,Hidrocarburos_HTP,3,Express,Agricola,Medellin,12,5,Junior,0,48,86.8,2025-01-27 21:47,Retrasado
LAB-2024-01078,2025-01-24 11:00,Viernes,0,1,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,11,Normal,Minero_Energetico,Bogota,12,2,Senior,0,96,60.07,2025-01-26 23:04,A tiempo
LAB-2024-01572,2025-01-24 11:00,Viernes,0,1,1,Agua,Residual/Vertimiento,DBO5_DQO,1,Urgente,Minero_Energetico,Barranquilla,10,1,Senior,0,144,121.24,2025-01-29 12:14,A tiempo
LAB-2024-01318,2025-01-24 13:00,Viernes,0,1,1,Agua,Potable,DBO5_DQO,2,Urgente,Industrial,Cali,17,1,Junior,0,144,159.64,2025-01-31 04:38,Retrasado
LAB-2024-01748,2025-01-24 13:00,Viernes,0,1,1,Suelo,Agrícola,Microbiologico,1,Normal,Agricola,Bogota,11,1,Junior,0,96,45.4,2025-01-26 10:23,A tiempo
LAB-2024-00461,2025-01-24 15:00,Viernes,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,3,Normal,Entidad_Publica,Bogota,12,1,Semi-Senior,1,96,101.74,2025-01-28 20:44,Retrasado
LAB-2024-01084,2025-01-25 12:00,Sabado,1,1,1,Suelo,Agrícola,Hidrocarburos_HTP,3,Urgente,Entidad_Publica,Bogota,5,1,Junior,0,72,89.12,2025-01-29 05:07,Retrasado
LAB-2024-01981,2025-01-26 09:00,Domingo,1,1,1,Agua,Potable,DBO5_DQO,1,Express,Entidad_Publica,Medellin,15,5,Semi-Senior,0,144,124.75,2025-01-31 13:45,A tiempo
LAB-2024-01996,2025-01-26 14:00,Domingo,1,1,1,Agua,Superficial,Microbiologico,2,Normal,Minero_Energetico,Cali,9,5,Semi-Senior,0,96,69.58,2025-01-29 11:34,A tiempo
LAB-2024-00775,2025-01-26 16:00,Domingo,1,1,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,3,Normal,Industrial,Medellin,18,4,Semi-Senior,0,96,96.54,2025-01-30 16:32,Retrasado
LAB-2024-02048,2025-01-27 08:00,Lunes,0,1,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,3,Normal,Agricola,Medellin,5,1,Junior,0,96,71.31,2025-01-30 07:18,A tiempo
LAB-2024-00331,2025-01-27 09:00,Lunes,0,1,1,Suelo,Sedimento,Metales_Pesados_ICP,8,Urgente,Industrial,Medellin,11,1,Semi-Senior,0,72,54.63,2025-01-29 15:37,A tiempo
LAB-2024-00191,2025-01-27 13:00,Lunes,0,1,1,Agua,Subterránea,Plaguicidas_Cromatografia,2,Urgente,Minero_Energetico,Medellin,12,2,Junior,0,72,112.19,2025-02-01 05:11,Retrasado
LAB-2024-00182,2025-01-28 13:00,Martes,0,1,1,Agua,Superficial,Metales_Pesados_ICP,10,Normal,Agricola,Barranquilla,8,1,Semi-Senior,0,96,103.52,2025-02-01 20:31,Retrasado
LAB-2024-02010,2025-01-28 13:00,Martes,0,1,1,Suelo,Relleno Sanitario,Microbiologico,3,Normal,Minero_Energetico,Bogota,14,2,Junior,0,96,56.59,2025-01-30 21:35,A tiempo
LAB-2024-00608,2025-01-28 15:00,Martes,0,1,1,Agua,Superficial,DBO5_DQO,1,Normal,Industrial,Bogota,10,1,Semi-Senior,1,144,163.56,2025-02-04 10:33,Retrasado
LAB-2024-00381,2025-01-28 15:00,Martes,0,1,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,9,Normal,Consultoria_Ambiental,Bogota,10,1,Semi-Senior,0,96,64.54,2025-01-31 07:32,A tiempo
LAB-2024-01747,2025-01-28 16:00,Martes,0,1,1,Agua,Subterránea,Fisicoquimico_Basico,5,Normal,Consultoria_Ambiental,Medellin,12,4,Senior,0,96,31.64,2025-01-29 23:38,A tiempo
LAB-2024-01624,2025-01-29 08:00,Miercoles,0,1,1,Agua,Subterránea,Plaguicidas_Cromatografia,9,Normal,Consultoria_Ambiental,Bogota,13,2,Junior,0,96,133.57,2025-02-03 21:34,Retrasado
LAB-2024-00559,2025-01-29 08:00,Miercoles,0,1,1,Agua,Superficial,Metales_Pesados_ICP,4,Normal,Entidad_Publica,Barranquilla,15,5,Senior,0,96,76.12,2025-02-01 12:07,A tiempo
LAB-2024-01372,2025-01-29 10:00,Miercoles,0,1,1,Agua,Residual/Vertimiento,Microbiologico,4,Normal,Industrial,Barranquilla,9,1,Semi-Senior,0,96,34.48,2025-01-30 20:28,A tiempo
LAB-2024-00137,2025-01-29 11:00,Miercoles,0,1,1,Agua,Subterránea,Plaguicidas_Cromatografia,6,Urgente,Consultoria_Ambiental,Medellin,16,5,Semi-Senior,0,72,107.05,2025-02-02 22:02,Retrasado
LAB-2024-02092,2025-01-29 13:00,Miercoles,0,1,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,11,Normal,Minero_Energetico,Bogota,11,1,Junior,0,96,91.29,2025-02-02 08:17,A tiempo
LAB-2024-00896,2025-01-29 14:00,Miercoles,0,1,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,9,Normal,Agricola,Cali,10,3,Semi-Senior,0,96,82.15,2025-02-02 00:09,A tiempo
LAB-2024-01411,2025-01-30 07:00,Jueves,0,1,1,Agua,Subterránea,Microbiologico,1,Normal,Minero_Energetico,Bogota,13,1,Semi-Senior,1,96,63.5,2025-02-01 22:30,A tiempo
LAB-2024-00126,2025-01-30 10:00,Jueves,0,1,1,Suelo,Agrícola,Microbiologico,1,Normal,Agricola,Cali,8,3,Junior,0,96,53.01,2025-02-01 15:00,A tiempo
LAB-2024-00566,2025-01-30 10:00,Jueves,0,1,1,Suelo,Contaminado/Industrial,Hidrocarburos_HTP,3,Normal,Agricola,Bogota,7,1,Junior,0,96,85.88,2025-02-02 23:53,A tiempo
LAB-2024-00152,2025-01-30 12:00,Jueves,0,1,1,Agua,Superficial,Microbiologico,2,Normal,Industrial,Bogota,10,1,Semi-Senior,1,96,68.84,2025-02-02 08:50,A tiempo
LAB-2024-01024,2025-01-31 14:00,Viernes,0,1,1,Suelo,Relleno Sanitario,Hidrocarburos_HTP,3,Normal,Entidad_Publica,Medellin,10,1,Semi-Senior,0,96,102.49,2025-02-04 20:29,Retrasado
LAB-2024-00844,2025-01-31 14:00,Viernes,0,1,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,5,Normal,Minero_Energetico,Cali,16,1,Senior,0,96,54.35,2025-02-02 20:20,A tiempo
LAB-2024-00588,2025-02-01 10:00,Sabado,1,2,1,Agua,Subterránea,Metales_Pesados_ICP,9,Normal,Entidad_Publica,Medellin,11,2,Senior,0,96,75.87,2025-02-04 13:51,A tiempo
LAB-2024-01438,2025-02-01 14:00,Sabado,1,2,1,Agua,Superficial,DBO5_DQO,2,Urgente,Minero_Energetico,Medellin,4,1,Semi-Senior,1,144,155.47,2025-02-08 01:28,Retrasado
LAB-2024-01257,2025-02-02 08:00,Domingo,1,2,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,4,Normal,Minero_Energetico,Medellin,10,1,Semi-Senior,0,96,72.17,2025-02-05 08:09,A tiempo
LAB-2024-01786,2025-02-03 12:00,Lunes,0,2,1,Agua,Residual/Vertimiento,Microbiologico,2,Normal,Minero_Energetico,Medellin,19,1,Junior,0,96,50.42,2025-02-05 14:25,A tiempo
LAB-2024-01613,2025-02-05 14:00,Miercoles,0,2,1,Suelo,Sedimento,Metales_Pesados_ICP,10,Normal,Agricola,Medellin,16,1,Senior,0,96,83.33,2025-02-09 01:19,A tiempo
LAB-2024-00295,2025-02-06 10:00,Jueves,0,2,1,Suelo,Agrícola,Hidrocarburos_HTP,1,Urgente,Consultoria_Ambiental,Bogota,10,1,Semi-Senior,0,72,64.56,2025-02-09 02:33,A tiempo
LAB-2024-01566,2025-02-06 13:00,Jueves,0,2,1,Agua,Subterránea,Microbiologico,2,Urgente,Agricola,Medellin,9,1,Junior,1,72,69.95,2025-02-09 10:56,A tiempo
LAB-2024-02036,2025-02-06 14:00,Jueves,0,2,1,Suelo,Contaminado/Industrial,Textura_Fertilidad_Suelo,6,Normal,Minero_Energetico,Cali,9,3,Semi-Senior,0,96,75.85,2025-02-09 17:50,A tiempo
LAB-2024-01355,2025-02-06 15:00,Jueves,0,2,1,Agua,Superficial,Fisicoquimico_Basico,3,Normal,Industrial,Medellin,15,3,Junior,0,96,30.05,2025-02-07 21:03,A tiempo
LAB-2024-00446,2025-02-07 09:00,Viernes,0,2,1,Agua,Subterránea,Fisicoquimico_Basico,7,Normal,Minero_Energetico,Medellin,12,2,Senior,0,96,25.87,2025-02-08 10:52,A tiempo
LAB-2024-01189,2025-02-07 11:00,Viernes,0,2,1,Suelo,Contaminado/Industrial,Microbiologico,3,Normal,Agricola,Cali,19,5,Senior,0,96,38.95,2025-02-09 01:56,A tiempo
LAB-2024-01170,2025-02-07 13:00,Viernes,0,2,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,8,Normal,Industrial,Medellin,11,1,Semi-Senior,0,96,79.31,2025-02-10 20:18,A tiempo
LAB-2024-01703,2025-02-07 15:00,Viernes,0,2,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,8,Normal,Consultoria_Ambiental,Medellin,7,5,Junior,0,96,103.18,2025-02-11 22:10,Retrasado
LAB-2024-00681,2025-02-07 16:00,Viernes,0,2,1,Suelo,Agrícola,Microbiologico,1,Urgente,Industrial,Cali,7,3,Junior,0,72,30.61,2025-02-08 22:36,A tiempo
LAB-2024-01812,2025-02-08 07:00,Sabado,1,2,1,Agua,Potable,Microbiologico,4,Normal,Minero_Energetico,Cali,6,1,Junior,0,96,58.04,2025-02-10 17:02,A tiempo
LAB-2024-01717,2025-02-08 15:00,Sabado,1,2,1,Suelo,Contaminado/Industrial,Microbiologico,1,Normal,Minero_Energetico,Barranquilla,5,3,Junior,0,96,60.87,2025-02-11 03:52,A tiempo
LAB-2024-01412,2025-02-08 16:00,Sabado,1,2,1,Suelo,Sedimento,Microbiologico,2,Normal,Minero_Energetico,Medellin,3,1,Semi-Senior,0,96,49.56,2025-02-10 17:33,A tiempo
LAB-2024-01986,2025-02-09 11:00,Domingo,1,2,1,Agua,Residual/Vertimiento,Microbiologico,2,Express,Agricola,Medellin,6,1,Senior,0,48,28.02,2025-02-10 15:00,A tiempo
LAB-2024-01506,2025-02-10 16:00,Lunes,0,2,1,Suelo,Sedimento,Textura_Fertilidad_Suelo,4,Normal,Minero_Energetico,Barranquilla,13,8,Senior,1,96,119.25,2025-02-15 15:14,Retrasado
LAB-2024-01204,2025-02-11 14:00,Martes,0,2,1,Suelo,Sedimento,Microbiologico,2,Normal,Entidad_Publica,Barranquilla,13,8,Senior,0,96,59.47,2025-02-14 01:27,A tiempo
LAB-2024-00757,2025-02-11 16:00,Martes,0,2,1,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,3,Normal,Agricola,Medellin,14,3,Junior,0,96,114.42,2025-02-16 10:25,Retrasado
LAB-2024-01529,2025-02-11 16:00,Martes,0,2,1,Suelo,Agrícola,Metales_Pesados_ICP,10,Normal,Minero_Energetico,Bogota,10,1,Senior,0,96,66.01,2025-02-14 10:00,A tiempo
LAB-2024-01778,2025-02-12 07:00,Miercoles,0,2,1,Suelo,Sedimento,Textura_Fertilidad_Suelo,5,Normal,Industrial,Barranquilla,9,1,Semi-Senior,0,96,68.8,2025-02-15 03:48,A tiempo
LAB-2024-02156,2025-02-12 08:00,Miercoles,0,2,1,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,9,Normal,Entidad_Publica,Cali,11,1,Senior,0,96,100.16,2025-02-16 12:09,Retrasado
LAB-2024-00419,2025-02-12 10:00,Miercoles,0,2,1,Agua,Superficial,Fisicoquimico_Basico,4,Urgente,Entidad_Publica,Bogota,9,1,Senior,0,72,18.29,2025-02-13 04:17,A tiempo
LAB-2024-01706,2025-02-12 12:00,Miercoles,0,2,1,Agua,Superficial,DBO5_DQO,1,Normal,Industrial,Barranquilla,18,5,Junior,0,144,214.74,2025-02-21 10:44,Retrasado
LAB-2024-01137,2025-02-12 12:00,Miercoles,0,2,1,Suelo,Sedimento,Textura_Fertilidad_Suelo,4,Urgente,Minero_Energetico,Bogota,11,1,Semi-Senior,0,72,43.85,2025-02-14 07:50,A tiempo
LAB-2024-01423,2025-02-12 13:00,Miercoles,0,2,1,Agua,Subterránea,DBO5_DQO,1,Normal,Entidad_Publica,Bogota,15,1,Junior,0,144,167.25,2025-02-19 12:15,Retrasado
LAB-2024-01066,2025-02-12 15:00,Miercoles,0,2,1,Agua,Subterránea,Fisicoquimico_Basico,8,Normal,Agricola,Bogota,9,3,Junior,0,96,44.77,2025-02-14 11:45,A tiempo
LAB-2024-00321,2025-02-13 11:00,Jueves,0,2,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,3,Normal,Minero_Energetico,Bogota,6,1,Senior,0,96,53.09,2025-02-15 16:05,A tiempo
LAB-2024-01800,2025-02-14 10:00,Viernes,0,2,1,Agua,Potable,Metales_Pesados_ICP,5,Normal,Entidad_Publica,Barranquilla,6,2,Senior,0,96,76.34,2025-02-17 14:20,A tiempo
LAB-2024-00465,2025-02-14 10:00,Viernes,0,2,1,Agua,Subterránea,Microbiologico,1,Express,Entidad_Publica,Medellin,9,1,Senior,0,48,23.77,2025-02-15 09:46,A tiempo
LAB-2024-00946,2025-02-14 13:00,Viernes,0,2,1,Agua,Subterránea,DBO5_DQO,2,Express,Entidad_Publica,Medellin,12,3,Senior,0,144,123.92,2025-02-19 16:55,A tiempo
LAB-2024-00770,2025-02-14 14:00,Viernes,0,2,1,Agua,Residual/Vertimiento,Fisicoquimico_Basico,4,Normal,Agricola,Bogota,15,1,Junior,0,96,34.66,2025-02-16 00:39,A tiempo
LAB-2024-01209,2025-02-15 09:00,Sabado,1,2,1,Agua,Potable,Microbiologico,1,Express,Minero_Energetico,Cali,14,1,Junior,0,48,32.01,2025-02-16 17:00,A tiempo
LAB-2024-00552,2025-02-15 10:00,Sabado,1,2,1,Agua,Superficial,Microbiologico,1,Normal,Minero_Energetico,Medellin,13,2,Semi-Senior,0,96,51.7,2025-02-17 13:42,A tiempo
LAB-2024-00123,2025-02-15 11:00,Sabado,1,2,1,Agua,Residual/Vertimiento,DBO5_DQO,1,Normal,Agricola,Bogota,6,4,Semi-Senior,0,144,161.39,2025-02-22 04:23,Retrasado
LAB-2024-01697,2025-02-16 09:00,Domingo,1,2,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,6,Normal,Entidad_Publica,Medellin,10,1,Junior,0,96,105.52,2025-02-20 18:31,Retrasado
LAB-2024-01724,2025-02-16 12:00,Domingo,1,2,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,7,Normal,Industrial,Medellin,9,1,Semi-Senior,0,96,85.12,2025-02-20 01:07,A tiempo
LAB-2024-01431,2025-02-16 13:00,Domingo,1,2,1,Agua,Potable,Plaguicidas_Cromatografia,3,Express,Consultoria_Ambiental,Bogota,14,3,Senior,0,48,69.46,2025-02-19 10:27,Retrasado
LAB-2024-01320,2025-02-16 14:00,Domingo,1,2,1,Suelo,Relleno Sanitario,Microbiologico,4,Normal,Industrial,Bogota,15,1,Semi-Senior,1,96,86.54,2025-02-20 04:32,A tiempo
LAB-2024-00045,2025-02-17 07:00,Lunes,0,2,1,Agua,Superficial,Plaguicidas_Cromatografia,8,Normal,Consultoria_Ambiental,Medellin,13,3,Semi-Senior,0,96,109.37,2025-02-21 20:22,Retrasado
LAB-2024-01662,2025-02-17 08:00,Lunes,0,2,1,Suelo,Sedimento,Metales_Pesados_ICP,5,Normal,Consultoria_Ambiental,Bogota,6,1,Senior,0,96,58.91,2025-02-19 18:54,A tiempo
LAB-2024-01145,2025-02-17 09:00,Lunes,0,2,1,Agua,Subterránea,Fisicoquimico_Basico,4,Express,Agricola,Medellin,10,1,Semi-Senior,1,48,41.07,2025-02-19 02:04,A tiempo
LAB-2024-00469,2025-02-17 12:00,Lunes,0,2,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,12,Normal,Agricola,Bogota,1,1,Semi-Senior,0,96,84.11,2025-02-21 00:06,A tiempo
LAB-2024-00824,2025-02-17 16:00,Lunes,0,2,1,Suelo,Contaminado/Industrial,Hidrocarburos_HTP,3,Normal,Consultoria_Ambiental,Medellin,16,1,Semi-Senior,0,96,96.76,2025-02-21 16:45,Retrasado
LAB-2024-00606,2025-02-18 15:00,Martes,0,2,1,Suelo,Agrícola,Hidrocarburos_HTP,1,Normal,Consultoria_Ambiental,Cali,11,1,Semi-Senior,0,96,88.67,2025-02-22 07:40,A tiempo
